"","X.1","X","pID","eID","oID","internalID","Effect.description","origDirection","Observed.difference.in.replication.","origN","repN","testReported","What.statistical.test.was.reported.","Statistical.test.applied.to.original.data","Original.test.statistic.type","Original.test.statistic.value","Original.df1","Original.df2","Original.p.value","Replication.statistical.test","Replication.test.statistic.type","Replication.test.statistic.value","Replication.df1","Replication.df2","Replication.p.value","Was.original.data.representative.","origRawDiff","Replication.raw.difference..if.original.reported.representative.data.","Replication.raw.difference.type..mean.or.median.","Replication.raw.diference.standard.error","Replication.raw.difference.lower.CI","Replication.raw.difference.upper.CI","Effect.size.type","Original.effect.size","Original.standard.error","Original.lower.CI","Original.upper.CI","Replication.effect.size","Replication.standard.error","Replication.lower.CI","Replication.upper.CI","Meta.analysis.effect.size","Meta.analysis.lower.CI","Meta.analysis.upper.CI","Meta.analysis.p.value","repDirection","Statistical.test.applied.to.original.data..SMD.","Original.test.statistic.type..SMD.","Original.test.statistic.value..SMD.","origdf1","origdf2","origPval","Replication.statistical.test..SMD.","Replication.test.statistic.type..SMD.","Replication.test.statistic.value..SMD.","repdf1","repdf2","repPval","repRawDiff","Replication.raw.difference.type..mean.or.median...SMD.","Replication.raw.diference.standard.error..SMD.","Replication.raw.difference.lower.CI..SMD.","Replication.raw.difference.upper.CI..SMD.","EStype","origES","origSE","origESLo","origESHi","repES","repSE","repESLo","repESHi","Meta.analysis.effect.size..SMD.","Meta.analysis.lower.CI..SMD.","Meta.analysis.upper.CI..SMD.","Meta.analysis.p.value..SMD.","Notes.x","Original.paper.figure","Was.experiment.originally.identified.by.RP.CB.team","Did.experiment.continue.after.sharing.with.labs..before.submitting.protocol.to.eLife.","Did.the.experiment.protocol.get.submitted.to.eLife","Did.the.experiment.protocol.get.accepted.and.published.in.eLife","infoNeeded","infoQuality","Data.shared.by.original.authors","Code.shared.by.original.authors","Key.materials.asked.to.be.shared","materialsSharedProse","Key.materials.shared","expType","What.types.of.experimental.techniques.were.utilized.","What.category.of.experimental.techniques.were.utilized.","Number.of.lab.s..contracted.for.the.experiment","labsContracted","Registered.Report.protocol","Experiment.description","Original.sample.number..reported.","Replication.sample.number..power.","Replication.sample.number..reported.","Replication.experiment.attempted","Replication.experiment.completed","If.experiment.incomplete..why.","changesNeededRaw","If.modifications.were.needed.for.experiment.to.proceed..what.were.they.","changesSuccess","If.modifications.unable.to.be.fully.implemented..why.","Replication.study.figure","Were.materials.shippped.between.replicating.labs.","If.a.material.was.shipped.between.replicating.labs..what.was.it.","Was.the.original.experiment.blinded.","Was.the.replication.experiment.blinded.","Was.the.original.experiment.randomized.","Was.the.replication.experiment.randomized.","Was.the.original.experiment.sample.size.determined.a.priori.","Was.the.replication.experiment.sample.size.determined.a.priori.","Was.a.statistical.test.reported.in.the.original.paper..y","What.statistical.test.s..was.reported.","Was.variation.of.biological.repeats.reported.in.the.original.experiment.","Notes.y","Original.paper.title","Year","Original.paper.journal","Number.of.original.authors","OSF.project.link","Draft.protocol.shared.with.original.authors.date","Budget.per.paper.at.project.onset.when.originally.identified.by.RP.CB.team","Anticipated.budget.when.Registered.Report.manuscript.ready.for.submission.to.eLife","Anticipated.budget.when.Registered.Report.accepted.and.published.in.eLife","Actual.budget.at.completion.of.replication.attempt","Registered.Report.submission.date","Registered.Report.acceptance.date","Link.to.Registered.Report","Experimental.work.start.date","Experimental.work.end.date","Replication.study.fully.completed","If.Replication.study.incomplete..why.","Replication.study.submission.date","Replication.study.acceptance.date","Link.to.Replication.study","Did.original.authors.respond.to.any.emails.","Did.the.original.paper.have.a.potential.conflict.of.issue.statement.","Did.the.replication.study.have.a.potential.conflict.of.issue.statement.","Number.of.lab.s..contracted.for.the.entire.paper","Contracted.lab.s..for.the.entire.paper","Notes","repSignif","origSignif","changes","changes_a..GTE.moderate.success","changes_b..LT.moderate.success","changes_c..No.changes.needed","materialsShared","materialsShared_a.No","materialsShared_b.Yes","materialsShared_c..Not.requested","hasCROLab","hasCoreLab","expAnimal","quantPair","peoID","nInternal","peID","origES2","ES2type","origESLo2","origESHi2","repES2","repESLo2","repESHi2","origSE2","repSE2","origVar2","repVar2","origES3","origESLo3","origESHi3","repES3","repESLo3","repESHi3","origSE3","repSE3","origVar3","repVar3","discrep","badCI"
"11",11,11,1,3,5,1,"PTENP1 mRNA expression between siLuc and siPTENP1","Positive","Positive",6,10,"Yes","Student's t test","Student's t test","t",6.984537,NA,4,0.00221037,"Student's t test","t",3.550234,NA,8,0.007506881,"No",NA,NA,NA,NA,NA,NA,"Cohen's d",5.702851,2.664201,1.585428,9.796224,2.245365,0.9454523,0.5624174,3.851844,2.632081,0.8857317,4.3784303,0.003136443,"Positive","Student's t test","t",6.984537,NA,4,0.00221037,"Student's t test","t",3.550234,NA,8,0.007506881,NA,NA,NA,NA,NA,"Cohen's d",5.702851,2.664201,1.585428,9.796224,2.245365,0.9454523,0.5624174,3.851844,2.632081,0.8857317,4.3784303,0.003136443,"methods state unpaired t-test, assumed to be Student's t-test; Cohen's d is used here while the Replication study reported Glass' delta","2G","Yes","No","No","Yes",2,2,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,RNA extraction,qRT-PCR,microscopy (bright-field, fluorescence)","cell,immuno,molecular",2,"Core1,CRO1","3.0","PTEN and PTENP1 mRNA expression after PTEN and/or PTENP1 knockdown","3.0",5,5,"Yes","Yes",NA,2,"Melting curves for PTEN and PTENP1 were inconsisent and required repeating measuring",5,NA,"2.0","Yes","RNA","No","No","No","No","No","Yes","Yes","Student's t test","Yes","methods state unpaired t-test, assumed to be Student's t-test","A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.",2010,"Nature",6,"https://osf.io/yyqas/","2014-10-14",25000,15150,27845,70193.21,42115,42224,"https://elifesciences.org/articles/08245",42247,43471,"Partial","It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.",43689,43881,"https://elifesciences.org/articles/51019","Yes","Yes","Yes",4,"Core1,CRO1,CRO2,CRO3",NA,TRUE,TRUE,"a. GTE moderate success",1,0,0,"c. Not requested",0,0,1,TRUE,TRUE,FALSE,TRUE,"p1e3o5",1,"p1e3",5.702851,"Cohen's d",1.585428,9.796224,2.245365,0.5624174,3.851844,2.664201,0.839154858442956,7.097966968401,0.704180876448417,5.702851,1.585428,9.796224,2.245365,0.5624174,3.851844,2.09462930563156,0.839154858442956,4.38747192801056,0.704180876448417,0.0120249999999995,FALSE
"12",12,12,1,3,6,1,"PTENP1 mRNA expression between siLuc and siPTEN+siPTENP1","Positive","Positive",6,10,"Yes","Student's t test","Student's t test","t",4.014579,NA,4,0.01593591,"Student's t test","t",2.556429,NA,8,0.03383443,"No",NA,NA,NA,NA,NA,NA,"Cohen's d",3.27789,1.736262,0.5188403,5.931193,1.616828,0.8391836,0.1176913,3.045573,1.93138,0.4505105,3.4122502,0.01058148,"Positive","Student's t test","t",4.014579,NA,4,0.01593591,"Student's t test","t",2.556429,NA,8,0.03383443,NA,NA,NA,NA,NA,"Cohen's d",3.27789,1.736262,0.5188403,5.931193,1.616828,0.8391836,0.1176913,3.045573,1.93138,0.4505105,3.4122502,0.01058148,"methods state unpaired t-test, assumed to be Student's t-test; Cohen's d is used here while the Replication study reported Glass' delta","2G","Yes","No","No","Yes",2,2,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,RNA extraction,qRT-PCR,microscopy (bright-field, fluorescence)","cell,immuno,molecular",2,"Core1,CRO1","3.0","PTEN and PTENP1 mRNA expression after PTEN and/or PTENP1 knockdown","3.0",5,5,"Yes","Yes",NA,2,"Melting curves for PTEN and PTENP1 were inconsisent and required repeating measuring",5,NA,"2.0","Yes","RNA","No","No","No","No","No","Yes","Yes","Student's t test","Yes","methods state unpaired t-test, assumed to be Student's t-test","A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.",2010,"Nature",6,"https://osf.io/yyqas/","2014-10-14",25000,15150,27845,70193.21,42115,42224,"https://elifesciences.org/articles/08245",42247,43471,"Partial","It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.",43689,43881,"https://elifesciences.org/articles/51019","Yes","Yes","Yes",4,"Core1,CRO1,CRO2,CRO3",NA,TRUE,TRUE,"a. GTE moderate success",1,0,0,"c. Not requested",0,0,1,TRUE,TRUE,FALSE,TRUE,"p1e3o6",1,"p1e3",3.27789,"Cohen's d",0.5188403,5.931193,1.616828,0.1176913,3.045573,1.736262,0.746922321811716,3.014605732644,0.557892954820605,3.27789,0.5188403,5.931193,1.616828,0.1176913,3.045573,1.38072759058124,0.746922321811716,1.90640867939228,0.557892954820605,0.0528733500000005,FALSE
"13",13,13,1,4,1,1,"PTEN protein expression between siLuc and siPTEN","Positive","Positive",NA,10,"No",NA,NA,NA,NA,NA,NA,NA,"Mann-Whitney","z",2.611165,NA,NA,0.007936508,"Yes",0.5,0.6496768,"Median",NA,0.2226116,1.3143976,"Cliff's delta",NA,NA,NA,NA,1,0.03,0.8490597,1,NA,NA,NA,NA,"Positive",NA,NA,NA,NA,NA,NA,"Student's t test","t",3.46343,NA,8,0.008524676,0.6594741,"Mean",0.1904107,0.2203863,1.0985619,"Cohen's d",NA,NA,NA,NA,2.190466,0.9353366,0.5248194,3.779824,NA,NA,NA,NA,NA,"2H","Yes","No","No","Yes",2,2,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,Western blot assay,microscopy (bright-field, fluorescence)","cell,immuno,molecular",1,"CRO1","4.0","PTEN protein expression after PTEN and/or PTENP1 knockdown","unknown",5,5,"Yes","Yes",NA,1,"Western blot conditions needed to be optimized for detecting PTEN",5,NA,"3.0","No",NA,"No","No","No","No","No","Yes","No",NA,"No",NA,"A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.",2010,"Nature",6,"https://osf.io/yyqas/","2014-10-14",25000,15150,27845,70193.21,42115,42224,"https://elifesciences.org/articles/08245",42247,43471,"Partial","It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.",43689,43881,"https://elifesciences.org/articles/51019","Yes","Yes","Yes",4,"Core1,CRO1,CRO2,CRO3",NA,TRUE,NA,"a. GTE moderate success",1,0,0,"c. Not requested",0,0,1,TRUE,FALSE,FALSE,FALSE,"p1e4o1",1,"p1e4",NA,"Cohen's d",NA,NA,2.190466,0.5248194,3.779824,NA,0.830373574635825,NA,0.689520273453479,NA,NA,NA,2.190466,0.5248194,3.779824,NA,0.830373574635825,NA,0.689520273453479,NA,NA
"14",14,14,1,4,2,1,"PTEN protein expression between siLuc and siPTENP1","Positive","Null-positive",NA,10,"No",NA,NA,NA,NA,NA,NA,NA,"Mann-Whitney","z",1.775592,NA,NA,0.0952381,"Yes",0.4,0.3455878,"Median",NA,-0.08930177,1.01123865,"Cliff's delta",NA,NA,NA,NA,0.68,0.03,-0.1638394,0.9491919,NA,NA,NA,NA,"Null-positive",NA,NA,NA,NA,NA,NA,"Student's t test","t",1.995068,NA,8,0.08113376,0.3508349,"Mean",0.1758511,-0.05467854,0.75634842,"Cohen's d",NA,NA,NA,NA,1.261792,0.7901799,-0.1498648,2.611393,NA,NA,NA,NA,NA,"2H","Yes","No","No","Yes",2,2,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,Western blot assay,microscopy (bright-field, fluorescence)","cell,immuno,molecular",1,"CRO1","4.0","PTEN protein expression after PTEN and/or PTENP1 knockdown","unknown",5,5,"Yes","Yes",NA,1,"Western blot conditions needed to be optimized for detecting PTEN",5,NA,"3.0","No",NA,"No","No","No","No","No","Yes","No",NA,"No",NA,"A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.",2010,"Nature",6,"https://osf.io/yyqas/","2014-10-14",25000,15150,27845,70193.21,42115,42224,"https://elifesciences.org/articles/08245",42247,43471,"Partial","It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.",43689,43881,"https://elifesciences.org/articles/51019","Yes","Yes","Yes",4,"Core1,CRO1,CRO2,CRO3",NA,FALSE,NA,"a. GTE moderate success",1,0,0,"c. Not requested",0,0,1,TRUE,FALSE,FALSE,FALSE,"p1e4o2",1,"p1e4",NA,"Cohen's d",NA,NA,1.261792,-0.1498648,2.611393,NA,0.704415443799083,NA,0.496201117462658,NA,NA,NA,1.261792,-0.1498648,2.611393,NA,0.704415443799083,NA,0.496201117462658,NA,NA
"15",15,15,1,4,3,1,"PTEN protein expression between siLuc and siPTEN+siPTENP1","Positive","Positive",NA,10,"No",NA,NA,NA,NA,NA,NA,NA,"Mann-Whitney","z",2.611165,NA,NA,0.007936508,"Yes",0.9,0.7095809,"Median",NA,0.5017397,1.3743017,"Cliff's delta",NA,NA,NA,NA,1,0.03,0.8490597,1,NA,NA,NA,NA,"Positive",NA,NA,NA,NA,NA,NA,"Student's t test","t",5.324702,NA,8,0.0007070226,0.8278985,"Mean",0.1554826,0.469355,1.186442,"Cohen's d",NA,NA,NA,NA,3.367637,1.177291,1.292413,5.371075,NA,NA,NA,NA,NA,"2H","Yes","No","No","Yes",2,2,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,Western blot assay,microscopy (bright-field, fluorescence)","cell,immuno,molecular",1,"CRO1","4.0","PTEN protein expression after PTEN and/or PTENP1 knockdown","unknown",5,5,"Yes","Yes",NA,1,"Western blot conditions needed to be optimized for detecting PTEN",5,NA,"3.0","No",NA,"No","No","No","No","No","Yes","No",NA,"No",NA,"A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.",2010,"Nature",6,"https://osf.io/yyqas/","2014-10-14",25000,15150,27845,70193.21,42115,42224,"https://elifesciences.org/articles/08245",42247,43471,"Partial","It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.",43689,43881,"https://elifesciences.org/articles/51019","Yes","Yes","Yes",4,"Core1,CRO1,CRO2,CRO3",NA,TRUE,NA,"a. GTE moderate success",1,0,0,"c. Not requested",0,0,1,TRUE,FALSE,FALSE,FALSE,"p1e4o3",1,"p1e4",NA,"Cohen's d",NA,NA,3.367637,1.292413,5.371075,NA,1.04049411932361,NA,1.08262801234702,NA,NA,NA,3.367637,1.292413,5.371075,NA,1.04049411932361,NA,1.08262801234702,NA,NA
"16",16,16,1,4,4,1,"PTEN protein expression between siPTEN+siPTENP1 and siPTEN","Positive","Null-positive",NA,10,"No",NA,NA,NA,NA,NA,NA,NA,"Mann-Whitney","z",1.357806,NA,NA,0.2222222,"Yes",0.4,0.1129835,"Median",NA,-0.1955307,0.4869693,"Cliff's delta",NA,NA,NA,NA,0.52,0.3878144,-0.3223693,0.9027654,NA,NA,NA,NA,"Null-positive",NA,NA,NA,NA,NA,NA,"Student's t test","t",1.384138,NA,8,0.2037017,0.1684244,"Mean",0.1216818,-0.1121744,0.4490232,"Cohen's d",NA,NA,NA,NA,0.8754056,0.7482446,-0.4579955,2.160781,NA,NA,NA,NA,NA,"2H","Yes","No","No","Yes",2,2,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,Western blot assay,microscopy (bright-field, fluorescence)","cell,immuno,molecular",1,"CRO1","4.0","PTEN protein expression after PTEN and/or PTENP1 knockdown","unknown",5,5,"Yes","Yes",NA,1,"Western blot conditions needed to be optimized for detecting PTEN",5,NA,"3.0","No",NA,"No","No","No","No","No","Yes","No",NA,"No",NA,"A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.",2010,"Nature",6,"https://osf.io/yyqas/","2014-10-14",25000,15150,27845,70193.21,42115,42224,"https://elifesciences.org/articles/08245",42247,43471,"Partial","It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.",43689,43881,"https://elifesciences.org/articles/51019","Yes","Yes","Yes",4,"Core1,CRO1,CRO2,CRO3",NA,FALSE,NA,"a. GTE moderate success",1,0,0,"c. Not requested",0,0,1,TRUE,FALSE,FALSE,FALSE,"p1e4o4",1,"p1e4",NA,"Cohen's d",NA,NA,0.8754056,-0.4579955,2.160781,NA,0.668067505489023,NA,0.446314191890326,NA,NA,NA,0.8754056,-0.4579955,2.160781,NA,0.668067505489023,NA,0.446314191890326,NA,NA
"17",17,17,1,4,5,1,"PTEN protein expression between siPTEN+siPTENP1 and siPTENP1","Positive","Positive",NA,10,"No",NA,NA,NA,NA,NA,NA,NA,"Mann-Whitney","z",2.611165,NA,NA,0.007936508,"Yes",0.5,0.3779703,"Median",NA,0.3209874,0.7988827,"Cliff's delta",NA,NA,NA,NA,1,0.03,0.8490597,1,NA,NA,NA,NA,"Positive",NA,NA,NA,NA,NA,NA,"Student's t test","t",4.901316,NA,8,0.001191787,0.4770636,"Mean",0.09733378,0.2526115,0.7015157,"Cohen's d",NA,NA,NA,NA,3.099864,1.118354,1.123929,5.001893,NA,NA,NA,NA,NA,"2H","Yes","No","No","Yes",2,2,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,Western blot assay,microscopy (bright-field, fluorescence)","cell,immuno,molecular",1,"CRO1","4.0","PTEN protein expression after PTEN and/or PTENP1 knockdown","unknown",5,5,"Yes","Yes",NA,1,"Western blot conditions needed to be optimized for detecting PTEN",5,NA,"3.0","No",NA,"No","No","No","No","No","Yes","No",NA,"No",NA,"A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.",2010,"Nature",6,"https://osf.io/yyqas/","2014-10-14",25000,15150,27845,70193.21,42115,42224,"https://elifesciences.org/articles/08245",42247,43471,"Partial","It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.",43689,43881,"https://elifesciences.org/articles/51019","Yes","Yes","Yes",4,"Core1,CRO1,CRO2,CRO3",NA,TRUE,NA,"a. GTE moderate success",1,0,0,"c. Not requested",0,0,1,TRUE,FALSE,FALSE,FALSE,"p1e4o5",1,"p1e4",NA,"Cohen's d",NA,NA,3.099864,1.123929,5.001893,NA,0.98929470913468,NA,0.97870402152187,NA,NA,NA,3.099864,1.123929,5.001893,NA,0.98929470913468,NA,0.97870402152187,NA,NA
"18",18,18,1,5,1,1,"PTENP1 mRNA expression between pCMV and PTEN 3'UTR","Positive","Null-negative",6,6,"Yes","Student's t test","Student's t test","t",5.603317864,NA,4,0.004981447,"Student's t test","t",-0.4572643,NA,4,0.6712144,"No",NA,NA,NA,NA,NA,NA,"Cohen's d",4.57509,2.219154,1.110656,7.977567,-0.3733547,1.012984,-1.971197,1.268137,0.4799412,-1.326197,2.28608,0.6024943,"Null-negative","Student's t test","t",5.603317864,NA,4,0.004981447,"Student's t test","t",-0.4572643,NA,4,0.6712144,NA,NA,NA,NA,NA,"Cohen's d",4.57509,2.219154,1.110656,7.977567,-0.3733547,1.012984,-1.971197,1.268137,0.4799412,-1.326197,2.28608,0.6024943,"methods state unpaired t-test, assumed to be Student's t-test","4A(left)","Yes","Yes","Yes","Yes",2,2,0,0,"Plasmids","Plasmids","No","Cell-based","transfection (plasmid),cell culture,RNA extraction,qRT-PCR","cell,molecular",3,"Core1,CRO2,CRO3","5.0","PTENP1 mRNA expression after PTEN 3'UTR expression","3.0",3,3,"Yes","Yes",NA,3,"Melting curves for PTEN and PTENP1 were inconsisent and required repeating measuring; Plasmids were going to be shared, but ended up not, so plasmids were remade during replication",5,NA,"4.0","Yes","Plasmid,RNA","No","No","No","No","No","Yes","Yes","Student's t test","Yes","methods state unpaired t-test, assumed to be Student's t-test","A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.",2010,"Nature",6,"https://osf.io/yyqas/","2014-10-14",25000,15150,27845,70193.21,42115,42224,"https://elifesciences.org/articles/08245",42247,43471,"Partial","It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.",43689,43881,"https://elifesciences.org/articles/51019","Yes","Yes","Yes",4,"Core1,CRO1,CRO2,CRO3",NA,FALSE,TRUE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,TRUE,TRUE,FALSE,TRUE,"p1e5o1",1,"p1e5",4.57509,"Cohen's d",1.110656,7.977567,-0.3733547,-1.971197,1.268137,2.219154,0.826375899136784,4.924644475716,0.682897126674128,4.57509,1.110656,7.977567,-0.3733547,-1.971197,1.268137,1.75179519985197,0.826375899136784,3.06878642222439,0.682897126674128,0.0309785000000007,FALSE
"19",19,19,1,6,1,1,"DU145 cell proliferation between pCMV and PTEN 3'UTR","Positive","Positive",6,6,"No",NA,"Student's t test","t",19.85322,NA,4,3.797672e-05,"Student's t test","t",9.248205,NA,4,0.000759987,"No",NA,NA,NA,NA,NA,NA,"Cohen's d",16.21008,7.090048,5.49337,27.15589,7.551127,3.419234,2.318417,12.81552,9.652992,2.376767,16.929217,0.009317403,"Positive","Student's t test","t",19.85322,NA,4,3.797672e-05,"Student's t test","t",9.248205,NA,4,0.000759987,NA,NA,NA,NA,NA,"Cohen's d",16.21008,7.090048,5.49337,27.15589,7.551127,3.419234,2.318417,12.81552,9.652992,2.376767,16.929217,0.009317403,NA,"4A(right)","Yes","Yes","Yes","Yes",2,2,0,0,"Plasmids","Plasmids","No","Cell-based","transfection (plasmid),cell culture,cell proliferation/viability assay (Crystal violet)","cell",2,"CRO2,CRO3","6.0","DU145 cell proliferation after PTEN 3'UTR expression","3.0",3,3,"Yes","Yes",NA,1,"Plasmids were going to be shared, but ended up not, so plasmids were remade during replication",5,NA,"5.0","Yes","Plasmid","No","No","No","No","No","Yes","No",NA,"Yes",NA,"A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.",2010,"Nature",6,"https://osf.io/yyqas/","2014-10-14",25000,15150,27845,70193.21,42115,42224,"https://elifesciences.org/articles/08245",42247,43471,"Partial","It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.",43689,43881,"https://elifesciences.org/articles/51019","Yes","Yes","Yes",4,"Core1,CRO1,CRO2,CRO3",NA,TRUE,TRUE,"a. GTE moderate success",1,0,0,"b.Yes",0,1,0,TRUE,FALSE,FALSE,TRUE,"p1e6o1",1,"p1e6",16.21008,"Cohen's d",5.49337,27.15589,7.551127,2.318417,12.81552,7.090048,2.67788160466208,50.268780642304,7.17104988858755,16.21008,5.49337,27.15589,7.551127,2.318417,12.81552,5.52625460744973,2.67788160466208,30.5394899863594,7.17104988858755,0.114549999999998,FALSE
"20",20,20,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2A(left)","Yes","Yes","Yes","No",2,2,0,0,"Plasmids","Plasmids",NA,"Cell-based","viral transduction,cell culture,RNA extraction,qRT-PCR","cell,molecular",NA,NA,NA,NA,"3.0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","methods state unpaired t-test, assumed to be Student's t-test","A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.",2010,"Nature",6,"https://osf.io/yyqas/","2014-10-14",25000,15150,27845,70193.21,42115,42224,"https://elifesciences.org/articles/08245",42247,43471,"Partial","It was identified after results were obtained that the si-miR-19b adn si-miR-20a reagents listed in the Registered Report and used in the replication experiment were incorrect. The catalog numbers listed were for microRNA hairpin inhibitors not microRNA mimics.",43689,43881,"https://elifesciences.org/articles/51019","Yes","Yes","Yes",4,"Core1,CRO1,CRO2,CRO3",NA,NA,NA,"c. No changes needed",0,0,1,"b.Yes",0,1,0,FALSE,FALSE,FALSE,FALSE,"p1e7oNA",1,"p1e7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
