Paper #,Experiment #,Effect #,Internal replication #,Effect description,Expected difference based on the original paper?,Observed difference in replication?,Original sample size,Replication sample size,Was a statistical test reported in the original paper?,What statistical test was reported?,Statistical test applied to original data,Original test statistic type,Original test statistic value,Original df1,Original df2,Original p value,Replication statistical test,Replication test statistic type,Replication test statistic value,Replication df1,Replication df2,Replication p value,Was original data representative?,Original point difference (for representative data),Replication raw difference (if original reported representative data),Replication raw difference type (mean or median),Replication raw diference standard error,Replication raw difference lower CI,Replication raw difference upper CI,Effect size type,Original effect size,Original standard error,Original lower CI,Original upper CI,Replication effect size,Replication standard error,Replication lower CI,Replication upper CI,Meta-analysis effect size,Meta-analysis lower CI,Meta-analysis upper CI,Meta-analysis p value,Observed difference in replication? (SMD),Statistical test applied to original data (SMD),Original test statistic type (SMD),Original test statistic value (SMD),Original df1 (SMD),Original df2 (SMD),Original p value (SMD),Replication statistical test (SMD),Replication test statistic type (SMD),Replication test statistic value (SMD),Replication df1 (SMD),Replication df2 (SMD),Replication p value (SMD),Replication raw difference (if original reported representative data) (SMD),Replication raw difference type (mean or median) (SMD),Replication raw diference standard error (SMD),Replication raw difference lower CI (SMD),Replication raw difference upper CI (SMD),Effect size type (SMD),Original effect size (SMD),Original standard error (SMD),Original lower CI (SMD),Original upper CI (SMD),Replication effect size (SMD),Replication standard error (SMD),Replication lower CI (SMD),Replication upper CI (SMD),Meta-analysis effect size (SMD),Meta-analysis lower CI (SMD),Meta-analysis upper CI (SMD),Meta-analysis p value (SMD),Notes
24,2,3,1,PTEN-3'UTR luciferase reporter activity of EV vs VAPA-3'UTR2,Positive,Negative,8,12,Yes,Student's t test,Student's t test,t,7.805821,NA,6,0.0002331278,Student's t test,t,-4.832133,NA,10,0.0006895721,No,NA,NA,NA,NA,NA,NA,Cohen's d,5.519549,2.012887,2.156096,8.832212,-2.789833,0.931123,-4.411396,-1.104969,-1.325189,-2.9815275,0.3311503,0.1168554,Negative,Student's t test,t,7.805821,NA,6,0.0002331278,Student's t test,t,-4.832133,NA,10,0.0006895721,NA,NA,NA,NA,NA,Cohen's d,5.519549,2.012887,2.156096,8.832212,-2.789833,0.931123,-4.411396,-1.104969,-1.325189,-2.9815275,0.3311503,0.1168554,
24,2,4,1,PTEN-3'UTR luciferase reporter activity of EV vs CNOT6L-3'UTR1,Positive,Negative,8,12,Yes,Student's t test,Student's t test,t,6.46204,NA,6,0.0006512861,Student's t test,t,-4.419996,NA,10,0.00129412,No,NA,NA,NA,NA,NA,NA,Cohen's d,4.569352,1.728165,1.66362,7.408486,-2.551886,0.8892285,-4.100061,-0.9400836,-1.061142,-2.6108754,0.4885912,0.1795838,Negative,Student's t test,t,6.46204,NA,6,0.0006512861,Student's t test,t,-4.419996,NA,10,0.00129412,NA,NA,NA,NA,NA,Cohen's d,4.569352,1.728165,1.66362,7.408486,-2.551886,0.8892285,-4.100061,-0.9400836,-1.061142,-2.6108754,0.4885912,0.1795838,
24,2,5,1,PTEN-3'UTR luciferase reporter activity of EV vs CNOT6L-3'UTR2,Positive,Negative,8,12,Yes,Student's t test,Student's t test,t,6.654921,NA,6,0.0005563789,Welch's t test,t,-5.085004,NA,7.100732,0.001362887,No,NA,NA,NA,NA,NA,NA,Glass' delta,5.195923,2.235979,1.081294,9.369,-2.293205,0.9269369,-4.037522,-0.4709422,-1.194902,-2.8731697,0.4833649,0.1628752,Negative,Student's t test,t,6.654921,NA,6,0.0005563789,Welch's t test,t,-5.085004,NA,7.100732,0.001362887,NA,NA,NA,NA,NA,Glass' delta,5.195923,2.235979,1.081294,9.369,-2.293205,0.9269369,-4.037522,-0.4709422,-1.194902,-2.8731697,0.4833649,0.1628752,
24,2,6,1,PTEN-3'UTR luciferase reporter activity of EV vs PTEN-3'UTR,Positive,Negative,8,10,Yes,Student's t test,Welch's t test,t,11.76119,NA,3.325596,0.0007993519,Welch's t test,t,-7.502377,NA,5.602625,0.0003991548,No,NA,NA,NA,NA,NA,NA,Glass' delta,6.038505,2.564616,1.348041,10.82966,-3.154098,1.152461,-5.328959,-0.9197438,-1.609676,-3.6699937,0.4506416,0.1257021,Negative,Welch's t test,t,11.76119,NA,3.325596,0.0007993519,Welch's t test,t,-7.502377,NA,5.602625,0.0003991548,NA,NA,NA,NA,NA,Glass' delta,6.038505,2.564616,1.348041,10.82966,-3.154098,1.152461,-5.328959,-0.9197438,-1.609676,-3.6699937,0.4506416,0.1257021,
24,3,1,1,PTEN expression of siNC vs siSERINC1 in wild-type HCT116 cells,Positive,Null-positive,8,6,Yes,Student's t test,Student's t test,t,7.789881,NA,6,0.0002357769,Student's t test,t,1.814961,NA,4,0.143716,No,NA,NA,NA,NA,NA,NA,Cohen's d,5.508277,2.009453,2.150352,8.815231,1.48191,1.188175,-0.4619813,3.302322,2.524959,0.5203869,4.5295313,0.01355781,Null-positive,Student's t test,t,7.789881,NA,6,0.0002357769,Student's t test,t,1.814961,NA,4,0.143716,NA,NA,NA,NA,NA,Cohen's d,5.508277,2.009453,2.150352,8.815231,1.48191,1.188175,-0.4619813,3.302322,2.524959,0.5203869,4.5295313,0.01355781,
24,3,2,1,PTEN expression of siNC vs siVAPA in wild-type HCT116 cells,Positive,Positive,8,6,Yes,Student's t test,Student's t test,t,9.16309,NA,6,9.51E-05,Student's t test,t,5.40547,NA,4,0.005671521,No,NA,NA,NA,NA,NA,NA,Cohen's d,6.479283,2.308946,2.638413,10.2841,4.413548,2.156939,1.040123,7.719426,5.376184,2.286914,8.465454,6.48E-04,Positive,Student's t test,t,9.16309,NA,6,9.51E-05,Student's t test,t,5.40547,NA,4,0.005671521,NA,NA,NA,NA,NA,Cohen's d,6.479283,2.308946,2.638413,10.2841,4.413548,2.156939,1.040123,7.719426,5.376184,2.286914,8.465454,6.48E-04,
24,3,3,1,PTEN expression of siNC vs siCNOT6L in wild-type HCT116 cells,Positive,Null-positive,8,6,Yes,Student's t test,Student's t test,t,8.748704,NA,6,0.0001234589,Student's t test,t,2.554485,NA,4,0.06300514,No,NA,NA,NA,NA,NA,NA,Cohen's d,6.186268,2.217855,2.492441,9.839689,2.085728,1.347469,-0.1010185,4.142058,3.191257,0.9341834,5.4483305,0.005585417,Null-positive,Student's t test,t,8.748704,NA,6,0.0001234589,Student's t test,t,2.554485,NA,4,0.06300514,NA,NA,NA,NA,NA,Cohen's d,6.186268,2.217855,2.492441,9.839689,2.085728,1.347469,-0.1010185,4.142058,3.191257,0.9341834,5.4483305,0.005585417,
24,3,4,1,PTEN expression of siNC vs siPTEN in wild-type HCT116 cells,Positive,Positive,8,6,Yes,Student's t test,Welch's t test,t,23.63169,NA,3.003484,0.0001647319,Student's t test,t,10.01587,NA,4,0.0005585633,No,NA,NA,NA,NA,NA,NA,Glass' delta,11.81928,4.876736,3.029334,20.95182,5.788292,3.007116,0.5530485,11.30629,7.449714,2.432956,12.466472,0.003608749,Positive,Welch's t test,t,23.63169,NA,3.003484,0.0001647319,Student's t test,t,10.01587,NA,4,0.0005585633,NA,NA,NA,NA,NA,Glass' delta,11.81928,4.876736,3.029334,20.95182,5.788292,3.007116,0.5530485,11.30629,7.449714,2.432956,12.466472,0.003608749,
24,3,5,1,PTEN expression of siNC vs siSERINC1 in Dicer-Ex5 HCT116 cells,Positive,Positive,8,8,No,NA,Student's t test,t,4.207805,NA,6,0.005636838,Student's t test,t,3.963494,NA,6,0.007422007,No,NA,NA,NA,NA,NA,NA,Cohen's d,2.975367,1.284645,0.7811132,5.077952,2.802613,1.240727,0.6790372,4.832643,2.885987,1.136819,4.635155,0.001221619,Positive,Student's t test,t,4.207805,NA,6,0.005636838,Student's t test,t,3.963494,NA,6,0.007422007,NA,NA,NA,NA,NA,Cohen's d,2.975367,1.284645,0.7811132,5.077952,2.802613,1.240727,0.6790372,4.832643,2.885987,1.136819,4.635155,0.001221619,assumed original study did not perform a statistical test since there was no '*' for this comparison
24,3,6,1,PTEN expression of siNC vs siVAPA in Dicer-Ex5 HCT116 cells,Null,Null-positive,8,8,No,NA,Student's t test,t,1.421179,NA,6,0.2050917,Student's t test,t,0.8955753,NA,6,0.404974,No,NA,NA,NA,NA,NA,NA,Cohen's d,1.004925,0.8825389,-0.5231449,2.463199,0.6332674,0.8433417,-0.8203145,2.038622,0.8106597,-0.3843676,2.0056869,0.1836624,Null-positive,Student's t test,t,1.421179,NA,6,0.2050917,Student's t test,t,0.8955753,NA,6,0.404974,NA,NA,NA,NA,NA,Cohen's d,1.004925,0.8825389,-0.5231449,2.463199,0.6332674,0.8433417,-0.8203145,2.038622,0.8106597,-0.3843676,2.0056869,0.1836624,assumed original study did not perform a statistical test since there was no 'ns' for this comparison
24,3,7,1,PTEN expression of siNC vs siCNOT6L in Dicer-Ex5 HCT116 cells,Positive,Positive,8,8,No,NA,Student's t test,t,3.992918,NA,6,0.007176665,Welch's t test,t,2.920492,NA,4.357305,0.03894628,No,NA,NA,NA,NA,NA,NA,Glass' delta,2.708333,1.312445,0.193857,5.142675,3.323902,1.530159,0.4344105,6.168055,2.969246,1.016731,4.921761,0.002877083,Positive,Student's t test,t,3.992918,NA,6,0.007176665,Welch's t test,t,2.920492,NA,4.357305,0.03894628,NA,NA,NA,NA,NA,Glass' delta,2.708333,1.312445,0.193857,5.142675,3.323902,1.530159,0.4344105,6.168055,2.969246,1.016731,4.921761,0.002877083,assumed original study did not perform a statistical test since there was no '*' for this comparison.
24,3,8,1,PTEN expression of siNC vs siPTEN in Dicer-Ex5 HCT116 cells,Positive,Positive,8,8,Yes,Student's t test,Welch's t test,t,41.125,NA,3,3.16E-05,Student's t test,t,4.149283,NA,6,0.006015906,No,NA,NA,NA,NA,NA,NA,Glass' delta,20.5625,8.424334,5.434002,35.36035,2.075854,1.103719,-0.07814925,4.119009,2.387824,0.2429054,4.5327423,0.02911516,Positive,Welch's t test,t,41.125,NA,3,3.16E-05,Student's t test,t,4.149283,NA,6,0.006015906,NA,NA,NA,NA,NA,Glass' delta,20.5625,8.424334,5.434002,35.36035,2.075854,1.103719,-0.07814925,4.119009,2.387824,0.2429054,4.5327423,0.02911516,
24,4,1,1,cell proliferation of siNC vs siVAPA in wild-type HCT116 cells,Positive,Positive,6,8,Yes,Student's t test,Student's t test,t,7.456842,NA,4,0.001728131,Student's t test,t,3.071358,NA,6,0.02190393,No,NA,NA,NA,NA,NA,NA,Cohen's d,6.088486,2.819674,1.742122,10.42311,2.171778,1.091208,0.2904801,3.956579,2.681964,0.6873877,4.6765413,0.008403245,Positive,Student's t test,t,7.456842,NA,4,0.001728131,Student's t test,t,3.071358,NA,6,0.02190393,NA,NA,NA,NA,NA,Cohen's d,6.088486,2.819674,1.742122,10.42311,2.171778,1.091208,0.2904801,3.956579,2.681964,0.6873877,4.6765413,0.008403245,
24,4,2,1,cell proliferation of siNC vs siCNOT6L in wild-type HCT116 cells,Positive,Null-positive,6,8,Yes,Student's t test,Student's t test,t,9.946121,NA,4,0.0005738803,Student's t test,t,0.6022279,NA,6,0.5690665,No,NA,NA,NA,NA,NA,NA,Cohen's d,8.120974,3.655908,2.537121,13.75216,0.4258394,0.8287433,-0.996725,1.814815,0.8019394,-0.7821764,2.3860552,0.3210961,Null-positive,Student's t test,t,9.946121,NA,4,0.0005738803,Student's t test,t,0.6022279,NA,6,0.5690665,NA,NA,NA,NA,NA,Cohen's d,8.120974,3.655908,2.537121,13.75216,0.4258394,0.8287433,-0.996725,1.814815,0.8019394,-0.7821764,2.3860552,0.3210961,
24,4,3,1,cell proliferation of siNC vs siPTEN in wild-type HCT116 cells,Positive,Positive,6,8,Yes,Student's t test,Student's t test,t,10.03484,NA,4,0.0005544865,Student's t test,t,3.34189,NA,6,0.01557516,No,NA,NA,NA,NA,NA,NA,Cohen's d,8.193411,3.686088,2.564739,13.87136,2.363073,1.134515,0.4112248,4.218505,2.86759,0.742366,4.992814,0.008178689,Positive,Student's t test,t,10.03484,NA,4,0.0005544865,Student's t test,t,3.34189,NA,6,0.01557516,NA,NA,NA,NA,NA,Cohen's d,8.193411,3.686088,2.564739,13.87136,2.363073,1.134515,0.4112248,4.218505,2.86759,0.742366,4.992814,0.008178689,
24,4,4,1,cell proliferation of siPTEN vs siVAPA in Dicer-Ex5 HCT116 cells,Positive,Null-positive,6,8,Yes,Student's t test,Student's t test,t,5.922951,NA,4,0.004070677,Student's t test,t,2.108672,NA,6,0.07951859,No,NA,NA,NA,NA,NA,NA,Cohen's d,4.836069,2.320597,1.223106,8.396053,1.491057,0.9558736,-0.1653935,3.059672,1.976274,0.243998,3.70855,0.02534963,Null-positive,Student's t test,t,5.922951,NA,4,0.004070677,Student's t test,t,2.108672,NA,6,0.07951859,NA,NA,NA,NA,NA,Cohen's d,4.836069,2.320597,1.223106,8.396053,1.491057,0.9558736,-0.1653935,3.059672,1.976274,0.243998,3.70855,0.02534963,
24,4,5,1,cell proliferation of siPTEN vs siCNOT6L in Dicer-Ex5 HCT116 cells,Positive,Positive,6,8,Yes,Student's t test,Welch's t test,t,4.5802,NA,2.835155,0.0220685,Student's t test,t,3.428638,NA,6,0.01399455,No,NA,NA,NA,NA,NA,NA,Glass' delta,2.919355,1.672521,-0.1722412,5.970023,2.839691,1.35793,0.2468907,5.359584,2.871341,0.8051183,4.9375644,0.006455947,Positive,Welch's t test,t,4.5802,NA,2.835155,0.0220685,Student's t test,t,3.428638,NA,6,0.01399455,NA,NA,NA,NA,NA,Glass' delta,2.919355,1.672521,-0.1722412,5.970023,2.839691,1.35793,0.2468907,5.359584,2.871341,0.8051183,4.9375644,0.006455947,
24,4,6,1,cell proliferation of siNC vs siPTEN in Dicer-Ex5 HCT116 cells,Positive,Positive,6,8,Yes,Student's t test,Welch's t test,t,13.28773,NA,2.005994,0.005551034,Student's t test,t,4.855373,NA,6,0.002836135,No,NA,NA,NA,NA,NA,NA,Glass' delta,7.677419,3.924584,0.9427065,14.88883,2.677871,1.301985,0.1814093,5.092549,3.173561,0.7515215,5.5956001,0.01022545,Positive,Welch's t test,t,13.28773,NA,2.005994,0.005551034,Student's t test,t,4.855373,NA,6,0.002836135,NA,NA,NA,NA,NA,Glass' delta,7.677419,3.924584,0.9427065,14.88883,2.677871,1.301985,0.1814093,5.092549,3.173561,0.7515215,5.5956001,0.01022545,
24,4,7,1,cell proliferation of siNC vs siVAPA in DU145 cells,Positive,Null-positive,6,10,Yes,Student's t test,Welch's t test,t,6.066082,NA,2.413834,0.01632962,Student's t test,t,0.5407342,NA,8,0.6034163,No,NA,NA,NA,NA,NA,NA,Glass' delta,3.680851,2.013413,0.04586493,7.362028,0.4207117,0.6497113,-0.8743082,1.667941,0.7281735,-0.4837033,1.9400502,0.2389273,Null-positive,Welch's t test,t,6.066082,NA,2.413834,0.01632962,Student's t test,t,0.5407342,NA,8,0.6034163,NA,NA,NA,NA,NA,Glass' delta,3.680851,2.013413,0.04586493,7.362028,0.4207117,0.6497113,-0.8743082,1.667941,0.7281735,-0.4837033,1.9400502,0.2389273,
24,4,8,1,cell proliferation of siNC vs siCNOT6L in DU145 cells,Positive,Null-negative,6,10,Yes,Student's t test,Student's t test,t,3.855255,NA,4,0.01822076,Student's t test,t,-1.030908,NA,8,0.3327408,No,NA,NA,NA,NA,NA,NA,Cohen's d,3.147803,1.690525,0.4555848,5.730333,-0.6520032,0.7302134,-1.912009,0.6455526,-0.05452481,-1.368388,1.259338,0.9351733,Null-negative,Student's t test,t,3.855255,NA,4,0.01822076,Student's t test,t,-1.030908,NA,8,0.3327408,NA,NA,NA,NA,NA,Cohen's d,3.147803,1.690525,0.4555848,5.730333,-0.6520032,0.7302134,-1.912009,0.6455526,-0.05452481,-1.368388,1.259338,0.9351733,
24,4,9,1,cell proliferation of siNC vs siPTEN in DU145 cells,Positive,Positive,6,10,Yes,Student's t test,Student's t test,t,6.711864,NA,4,0.002565041,Student's t test,t,2.568878,NA,8,0.03318543,No,NA,NA,NA,NA,NA,NA,Cohen's d,5.480214,2.5751,1.493808,9.435297,1.624701,0.8403707,0.123476,3.055395,1.995795,0.4299706,3.5616198,0.01248384,Positive,Student's t test,t,6.711864,NA,4,0.002565041,Student's t test,t,2.568878,NA,8,0.03318543,NA,NA,NA,NA,NA,Cohen's d,5.480214,2.5751,1.493808,9.435297,1.624701,0.8403707,0.123476,3.055395,1.995795,0.4299706,3.5616198,0.01248384,
28,1,1,1,let-7b expression in CD44+ cells relative to CD44- cells,Positive,Positive,unknown,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,70.25,99.79873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.79873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original study reported representive data from an unknown number independent experiments
28,1,2,1,miR-34a expression in CD44+ cells relative to CD44- cells,Positive,Negative,unknown,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,96.6,-101.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original study reported representive data from an unknown number independent experiments
28,2,1,1,Tumor weights of LAPC4 cells expressing miR-34a vs negative control,Positive,Null-negative,12,14,Yes,Student's t test,Welch's t test,t,2.873817,NA,5.786097,0.0294672,Student's t test,t,-0.3777682,NA,12,0.7121999,No,NA,NA,NA,NA,NA,NA,Glass' delta,1.21875,0.6941675,-0.1704775,2.5274522,-0.1689181,0.5367421,-1.2139127,0.8896899,0.3502983,-0.4819325,1.1825291,0.4093841,Null-negative,Welch's t test,t,2.873817,NA,5.786097,0.0294672,Student's t test,t,-0.3777682,NA,12,0.7121999,NA,NA,NA,NA,NA,Glass' delta,1.21875,0.6941675,-0.1704775,2.5274522,-0.1689181,0.5367421,-1.2139127,0.8896899,0.3502983,-0.4819325,1.1825291,0.4093841,statistical test of original listed in methods.
28,2,2,1,miR-34a expression in tumors expression miR-34a vs negative control.,Positive,Negative,unknown,14,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,conceptual replication; original was unable to be quantified; replication had null values for miR-34a group and control group was arbitrarily set to 100.
28,2,3,1,CD44 expression in tumors,Positive,Null-negative,unknown,14,No,NA,NA,NA,NA,NA,NA,NA,Student's t test,t,-0.4149198,NA,12,0.6855224,Yes,NA,-0.0966021,Mean,0.2328211,-0.6038758,0.4106716,Cohen's d,NA,NA,NA,NA,-0.221784,0.5794173,-1.268563,0.8340664,NA,NA,NA,NA,Null-negative,NA,NA,NA,NA,NA,NA,Student's t test,t,-0.4149198,NA,12,0.6855224,-0.0966021,Mean,0.2328211,-0.6038758,0.4106716,Cohen's d,NA,NA,NA,NA,-0.221784,0.5794173,-1.268563,0.8340664,NA,NA,NA,NA,conceptual replication
28,3,1,1,Luciferase values of miR-34a expression with wild-type reporter vs M1M2 reporter,Positive,Null-positive,6,32,No,NA,Student's t test,t,1.036113,NA,4,0.3586755,Mann-Whitney,z,0.904534,NA,NA,0.3808965,No,NA,NA,NA,NA,NA,NA,Cohen's d,0.8459824,1.064984,-0.8959904,2.4987841,0.2600372,0.3667908,-0.4381443,0.9539404,0.3221707,-0.3575423,1.0018836,0.3528971,Null-positive,Student's t test,t,1.036113,NA,4,0.3586755,Student's t test,t,1.114752,NA,30,0.2738076,NA,NA,NA,NA,NA,Cohen's d,0.8459824,1.064984,-0.8959904,2.4987841,0.2600372,0.3667908,-0.4381443,0.9539404,0.3221707,-0.3575423,1.0018836,0.3528971,
28,3,2,1,Luciferase values of miR-34a expression with wild-type reporter vs control expression with wild-type reporter,Positive,Null-positive,3,16,Yes,Student's t test,one-sample t test,t,3.783908,NA,2,0.06328464,Wilcoxon signed-rank test,z,0.5170877,NA,NA,0.6321716,No,NA,NA,NA,NA,NA,NA,Cohen's d,2.18464,1.062438,-0.0856468,4.4395266,0.02047842,0.2500262,-0.4699046,0.5101851,0.1340432,-0.3429683,0.6110548,0.5817967,Null-positive,one-sample t test,t,3.783908,NA,2,0.06328464,one-sample t test,t,0.08191368,NA,15,0.9357984,NA,NA,NA,NA,NA,Cohen's d,2.18464,1.062438,-0.0856468,4.4395266,0.02047842,0.2500262,-0.4699046,0.5101851,0.1340432,-0.3429683,0.6110548,0.5817967,statistical test of original listed in methods.
28,3,3,1,Luciferase values of miR-34a expression with M1M2 reporter vs control expression with M1M2 reporter,Null,Null-negative,3,16,No,NA,one-sample t test,t,3.661667,NA,2,0.06715723,Wilcoxon signed-rank test,z,-0.3102526,NA,NA,0.7819519,No,NA,NA,NA,NA,NA,NA,Cohen's d,2.114064,1.03837,-0.1067127,4.311473,-0.3576466,0.2578706,-0.8582565,0.1540444,-0.2140625,-0.7045798,0.2764548,0.3923677,Null-negative,one-sample t test,t,3.661667,NA,2,0.06715723,one-sample t test,t,-1.430586,NA,15,0.1730503,NA,NA,NA,NA,NA,Cohen's d,2.114064,1.03837,-0.1067127,4.311473,-0.3576466,0.2578706,-0.8582565,0.1540444,-0.2140625,-0.7045798,0.2764548,0.3923677,
29,1,1,1,IC50 values of MV4;11 cells vs largest dose (100 µM) tested in K-562 cells,Positive,Positive,unknown,5,No,NA,NA,NA,NA,NA,NA,NA,one-sample t test,t,20.63118,NA,4,3.26E-05,Yes,3.85E+03,1.68E+04,Mean,1.602353,4.53E+03,6.21E+04,Cohen's d,NA,NA,NA,NA,9.226546,2.951765,3.132934,15.452539,NA,NA,NA,NA,Positive,NA,NA,NA,NA,NA,NA,one-sample t test,t,20.63118,NA,4,3.26E-05,1.68E+04,Mean,1.602353,4.53E+03,6.21E+04,Cohen's d,NA,NA,NA,NA,9.226546,2.951765,3.132934,15.452539,NA,NA,NA,NA,point estimate of MV4;11 cells
29,2,1,1,Relative BCL2 expression of MV4;11 cells treated with I-BET151 vs constant of 1 (DMSO treated cells),Positive,Positive,3,3,No,NA,one-sample t test,t,45.03332,NA,2,0.0004927322,one-sample t test,t,17.85735,NA,2,0.003121253,No,NA,NA,NA,NA,NA,NA,Cohen's d,26,10.63015,4.098563,48.254647,10.30995,4.248431,1.540743,19.855333,12.47091,4.738786,20.203031,0.001571383,Positive,one-sample t test,t,45.03332,NA,2,0.0004927322,one-sample t test,t,17.85735,NA,2,0.003121253,NA,NA,NA,NA,NA,Cohen's d,26,10.63015,4.098563,48.254647,10.30995,4.248431,1.540743,19.855333,12.47091,4.738786,20.203031,0.001571383,
29,2,2,1,Relative BCL2 expression of K-562 cells treated with I-BET151 vs constant of 1 (DMSO treated cells),Null,Null-negative,3,3,No,NA,one-sample t test,t,2.251666,NA,2,0.1531738,one-sample t test,t,-3.526419,NA,2,0.07185459,No,NA,NA,NA,NA,NA,NA,Cohen's d,1.3,0.7842194,-0.3837554,2.8812568,-2.035979,1.012028,-4.1703266,0.1304595,0.04839863,-1.166562,1.263359,0.9377674,Null-negative,one-sample t test,t,2.251666,NA,2,0.1531738,one-sample t test,t,-3.526419,NA,2,0.07185459,NA,NA,NA,NA,NA,Cohen's d,1.3,0.7842194,-0.3837554,2.8812568,-2.035979,1.012028,-4.1703266,0.1304595,0.04839863,-1.166562,1.263359,0.9377674,
29,2,3,1,Relative BCL2 expression of MV4;11 cells treated with I-BET151 vs K-562 cells treated with I-BET151,Positive,Positive,6,6,No,NA,Student's t test,t,21.23866,NA,4,2.91E-05,Student's t test,t,17.22888,NA,4,6.66E-05,No,NA,NA,NA,NA,NA,NA,Cohen's d,17.3413,7.575296,5.896563,29.037485,14.06732,6.172865,4.725533,23.594545,15.37377,5.994763,24.752782,0.001314888,Positive,Student's t test,t,21.23866,NA,4,2.91E-05,Student's t test,t,17.22888,NA,4,6.66E-05,NA,NA,NA,NA,NA,Cohen's d,17.3413,7.575296,5.896563,29.037485,14.06732,6.172865,4.725533,23.594545,15.37377,5.994763,24.752782,0.001314888,
29,3,1,1,Survival of I-BET151 vs vehicle control,Positive,Null-positive,10,23,Yes,unknown,Log-rank Mantel-Cox test,chi-squared,5.660873,NA,1,0.01734749,Log-rank Mantel-Cox test,chi-squared,0.383156,NA,1,0.535919,No,NA,NA,NA,NA,NA,NA,Hazard ratio,10.32306,1.038819,1.508854,70.626861,1.439196,2.890483,0.4544079,4.558209,2.422953,0.9014309,6.5126457,0.07938555,Null-positive,Log-rank Mantel-Cox test,chi-squared,5.660873,NA,1,0.01734749,Log-rank Mantel-Cox test,chi-squared,0.383156,NA,1,0.535919,NA,NA,NA,NA,NA,Hazard ratio,10.32306,1.038819,1.508854,70.626861,1.439196,2.890483,0.4544079,4.558209,2.422953,0.9014309,6.5126457,0.07938555,
29,3,2,1,Leukaemia burden in bone marrow of I-BET151 vs vehicle control,Positive,Null-positive,unknown,18,No,NA,NA,NA,NA,NA,NA,NA,Mann-Whitney,z,0.3554093,NA,NA,0.7618264,Yes,12.81,0.53,Median,NA,-5.8,10.6,Cliff's delta,NA,NA,NA,NA,0.1,0.2881248,-0.4160938,0.5673656,NA,NA,NA,NA,Null-negative,NA,NA,NA,NA,NA,NA,Student's t test,t,-0.1095381,NA,16,0.9141378,-0.53075,Mean,4.845347,-10.802427,9.740927,Cohen's d,NA,NA,NA,NA,-0.05195847,0.5032096,-0.9810177,0.8787102,NA,NA,NA,NA,
37,1,1,1,Effective concentrations of Ewing's sarcoma cell lines vs osteosarcoma cell lines,Positive,Null-positive,13,12,No,NA,Mann-Whitney,z,2.806204,NA,NA,0.0050129,Mann-Whitney,z,0.9459334,NA,NA,0.3441826,No,NA,NA,NA,NA,NA,NA,Cliff's delta,0.925,0.075,0.6221087,0.9870526,0.3142857,0.4239433,-0.4619786,0.8178903,0.8880487,0.653965,0.9669455,2.01E-34,Null-positive,Student's t test,t,2.725008,NA,11,0.01975383,Student's t test,t,0.2990749,NA,10,0.771006,NA,NA,NA,NA,NA,Cohen's d,2.955051,0.9236789,1.271629,4.578589,0.4716736,0.6517493,-0.7052214,1.626032,1.012643,0.2018305,1.823456,0.01437132,
37,1,1,2,Effective concentrations of Ewing's sarcoma cell lines vs osteosarcoma cell lines,Positive,Null-positive,13,12,No,NA,Mann-Whitney,z,2.806204,NA,NA,0.0050129,Mann-Whitney,z,1.117921,NA,NA,0.2636006,No,NA,NA,NA,NA,NA,NA,Cliff's delta,0.925,0.075,0.6221087,0.9870526,0.3714286,0.3901857,-0.3877911,0.830379,0.8880487,0.653965,0.9669455,2.01E-34,Null-positive,Student's t test,t,2.725008,NA,11,0.01975383,Student's t test,t,0.6611254,NA,10,0.523471,NA,NA,NA,NA,NA,Cohen's d,2.955051,0.9236789,1.271629,4.578589,0.5797031,0.6569566,-0.6086357,1.740774,1.012643,0.2018305,1.823456,0.01437132,
